wojewodztwo,powiat_miasto,liczba_przypadkow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
³ódzkie,opoczyñski,0,0,0,0,0,0,0,37,35,0,35,0,t1007,2021-08-21
³ódzkie,pabianicki,0,0,0,0,0,0,0,135,98,0,98,0,t1008,2021-08-21
³ódzkie,pajêczañski,0,0,0,0,0,0,0,63,23,0,23,0,t1009,2021-08-21
³ódzkie,piotrkowski,0,0,0,0,0,0,0,77,62,0,62,0,t1010,2021-08-21
³ódzkie,poddêbicki,0,0,0,0,0,0,0,23,25,0,24,1,t1011,2021-08-21
³ódzkie,radomszczañski,0,0,0,0,0,2,1,146,89,0,89,0,t1012,2021-08-21
³ódzkie,rawski,0,0,0,0,0,0,0,397,42,0,42,0,t1013,2021-08-21
³ódzkie,sieradzki,0,0,0,0,0,0,0,147,85,0,85,0,t1014,2021-08-21
³ódzkie,skierniewicki,0,0,0,0,0,2,0,94,32,0,32,0,t1015,2021-08-21
³ódzkie,tomaszowski,0,0,0,0,0,0,1,157,66,0,66,0,t1016,2021-08-21
³ódzkie,wieluñski,0,0,0,0,0,0,0,81,33,0,33,0,t1017,2021-08-21
³ódzkie,wieruszowski,0,0,0,0,0,0,0,59,26,0,26,0,t1018,2021-08-21
³ódzkie,zduñskowolski,0,0,0,0,0,0,0,30,69,0,69,0,t1019,2021-08-21
³ódzkie,zgierski,1,0.06,0,0,0,0,0,329,136,1,135,0,t1020,2021-08-21
³ódzkie,brzeziñski,0,0,0,0,0,0,0,56,20,0,20,0,t1021,2021-08-21
³ódzkie,£ódŸ,1,0.01,0,0,0,6,3,1641,790,4,781,5,t1061,2021-08-21
³ódzkie,Piotrków Trybunalski,0,0,0,0,0,0,0,119,60,0,60,0,t1062,2021-08-21
³ódzkie,Skierniewice,0,0,0,0,0,0,1,60,29,0,29,0,t1063,2021-08-21
ma³opolskie,bocheñski,0,0,0,0,0,0,0,99,94,0,93,1,t1201,2021-08-21
ma³opolskie,brzeski,0,0,0,0,0,0,0,75,145,0,145,0,t1202,2021-08-21
ma³opolskie,chrzanowski,0,0,0,0,0,1,0,90,110,1,109,0,t1203,2021-08-21
ma³opolskie,d¹browski,0,0,0,0,0,0,0,36,49,0,49,0,t1204,2021-08-21
ma³opolskie,gorlicki,0,0,0,0,0,0,0,65,145,0,145,0,t1205,2021-08-21
ma³opolskie,krakowski,4,0.14,0,0,0,0,3,332,219,4,215,0,t1206,2021-08-21
ma³opolskie,limanowski,0,0,0,0,0,1,0,67,155,0,155,0,t1207,2021-08-21
ma³opolskie,miechowski,0,0,0,0,0,0,0,16,28,0,28,0,t1208,2021-08-21
ma³opolskie,myœlenicki,2,0.16,0,0,0,12,0,178,143,3,139,1,t1209,2021-08-21
ma³opolskie,nowos¹decki,0,0,0,0,0,1,2,122,196,0,196,0,t1210,2021-08-21
ma³opolskie,nowotarski,1,0.05,0,0,0,11,0,154,271,1,270,0,t1211,2021-08-21
ma³opolskie,olkuski,0,0,0,0,0,0,0,56,64,0,64,0,t1212,2021-08-21
ma³opolskie,oœwiêcimski,0,0,0,0,0,0,0,74,99,0,99,0,t1213,2021-08-21
ma³opolskie,proszowicki,1,0.23,0,0,0,0,0,43,25,1,24,0,t1214,2021-08-21
ma³opolskie,suski,0,0,0,0,0,0,1,68,110,0,109,1,t1215,2021-08-21
ma³opolskie,tarnowski,0,0,0,0,0,0,0,112,249,0,249,0,t1216,2021-08-21
ma³opolskie,tatrzañski,1,0.15,0,0,0,0,0,57,92,1,91,0,t1217,2021-08-21
ma³opolskie,wadowicki,1,0.06,0,0,0,0,2,115,136,1,135,0,t1218,2021-08-21
ma³opolskie,wielicki,0,0,0,0,0,0,0,160,91,0,91,0,t1219,2021-08-21
ma³opolskie,Kraków,6,0.08,0,0,0,1,11,1409,763,7,756,0,t1261,2021-08-21
ma³opolskie,Nowy S¹cz,0,0,0,0,0,0,0,57,79,0,79,0,t1262,2021-08-21
ma³opolskie,Tarnów,0,0,0,0,0,0,2,80,118,0,118,0,t1263,2021-08-21
mazowieckie,bia³obrzeski,0,0,0,0,0,0,0,284,17,0,17,0,t1401,2021-08-21
mazowieckie,ciechanowski,0,0,0,0,0,0,0,54,64,0,64,0,t1402,2021-08-21
mazowieckie,garwoliñski,1,0.09,0,0,0,1,0,119,27,1,26,0,t1403,2021-08-21
mazowieckie,gostyniñski,2,0.45,0,0,0,0,0,46,17,2,15,0,t1404,2021-08-21
mazowieckie,grodziski,0,0,0,0,0,0,0,316,71,2,69,0,t1405,2021-08-21
mazowieckie,grójecki,1,0.10,0,0,0,1,1,2935,62,1,61,0,t1406,2021-08-21
mazowieckie,kozienicki,0,0,0,0,0,0,0,141,55,0,55,0,t1407,2021-08-21
mazowieckie,legionowski,1,0.08,0,0,0,0,1,218,82,1,81,0,t1408,2021-08-21
mazowieckie,lipski,0,0,0,0,0,0,0,39,24,0,24,0,t1409,2021-08-21
mazowieckie,³osicki,0,0,0,0,0,0,0,58,63,0,63,0,t1410,2021-08-21
mazowieckie,makowski,0,0,0,0,0,0,1,13,18,0,18,0,t1411,2021-08-21
mazowieckie,miñski,0,0,0,0,0,0,2,216,104,0,104,0,t1412,2021-08-21
mazowieckie,m³awski,0,0,0,0,0,0,0,225,31,0,31,0,t1413,2021-08-21
mazowieckie,nowodworski,1,0.13,0,0,0,0,0,165,41,1,40,0,t1414,2021-08-21
mazowieckie,ostro³êcki,1,0.11,0,0,0,0,1,43,31,2,29,0,t1415,2021-08-21
mazowieckie,ostrowski,0,0,0,0,0,0,0,56,28,0,28,0,t1416,2021-08-21
mazowieckie,otwocki,0,0,0,0,0,5,0,342,80,0,80,0,t1417,2021-08-21
mazowieckie,piaseczyñski,0,0,0,0,0,1,0,1004,177,0,176,1,t1418,2021-08-21
mazowieckie,p³ocki,0,0,0,0,0,0,2,141,55,0,55,0,t1419,2021-08-21
mazowieckie,p³oñski,0,0,0,0,0,0,0,617,27,0,27,0,t1420,2021-08-21
mazowieckie,pruszkowski,2,0.12,0,0,0,7,1,697,143,2,140,1,t1421,2021-08-21
mazowieckie,przasnyski,0,0,0,0,0,0,0,21,40,0,40,0,t1422,2021-08-21
mazowieckie,przysuski,0,0,0,0,0,0,0,109,15,0,15,0,t1423,2021-08-21
mazowieckie,pu³tuski,0,0,0,0,0,0,0,63,35,0,35,0,t1424,2021-08-21
mazowieckie,radomski,3,0.20,0,0,0,8,1,174,147,3,144,0,t1425,2021-08-21
mazowieckie,siedlecki,0,0,0,0,0,0,0,186,58,0,58,0,t1426,2021-08-21
mazowieckie,sierpecki,0,0,0,0,0,0,1,19,22,0,22,0,t1427,2021-08-21
mazowieckie,sochaczewski,0,0,0,0,0,2,0,465,32,0,32,0,t1428,2021-08-21
mazowieckie,soko³owski,0,0,0,0,0,0,0,53,28,0,28,0,t1429,2021-08-21
mazowieckie,szyd³owiecki,0,0,0,0,0,0,0,16,28,0,27,1,t1430,2021-08-21
mazowieckie,warszawski zachodni,0,0,0,0,0,2,0,464,91,0,90,1,t1432,2021-08-21
mazowieckie,wêgrowski,0,0,0,0,0,0,0,48,23,0,23,0,t1433,2021-08-21
mazowieckie,wo³omiñski,1,0.04,0,0,0,2,0,639,176,2,174,0,t1434,2021-08-21
mazowieckie,wyszkowski,0,0,0,0,0,0,0,65,31,0,31,0,t1435,2021-08-21
mazowieckie,zwoleñski,0,0,0,0,0,11,0,84,29,0,29,0,t1436,2021-08-21
mazowieckie,¿uromiñski,1,0.26,0,0,0,0,0,12,15,1,14,0,t1437,2021-08-21
mazowieckie,¿yrardowski,2,0.26,0,0,0,0,0,232,47,2,44,1,t1438,2021-08-21
mazowieckie,Ostro³êka,0,0,0,0,0,0,0,35,23,0,23,0,t1461,2021-08-21
mazowieckie,P³ock,0,0,0,0,0,0,1,199,73,0,73,0,t1462,2021-08-21
mazowieckie,Radom,0,0,0,0,0,6,0,205,205,0,204,1,t1463,2021-08-21
mazowieckie,Siedlce,0,0,0,0,0,0,2,136,73,1,71,1,t1464,2021-08-21
mazowieckie,Warszawa,16,0.09,0,0,0,72,15,6669,1677,16,1660,1,t1465,2021-08-21
opolskie,brzeski,1,0.11,0,0,0,0,0,91,42,1,41,0,t1601,2021-08-21
opolskie,g³ubczycki,2,0.44,0,0,0,0,0,33,67,2,65,0,t1602,2021-08-21
opolskie,kêdzierzyñsko-kozielski,0,0,0,0,0,0,1,67,71,0,71,0,t1603,2021-08-21
opolskie,kluczborski,1,0.15,0,0,0,0,0,59,31,1,30,0,t1604,2021-08-21
opolskie,krapkowicki,2,0.31,0,0,0,1,0,49,166,2,164,0,t1605,2021-08-21
opolskie,namys³owski,0,0,0,0,0,0,0,87,14,1,13,0,t1606,2021-08-21
opolskie,nyski,0,0,0,0,0,0,0,67,91,0,91,0,t1607,2021-08-21
opolskie,oleski,3,0.47,0,0,0,0,0,57,53,3,50,0,t1608,2021-08-21
opolskie,opolski,5,0.40,0,0,0,0,0,178,185,5,180,0,t1609,2021-08-21
opolskie,prudnicki,0,0,0,0,0,0,0,29,34,1,33,0,t1610,2021-08-21
opolskie,strzelecki,0,0,0,0,0,0,0,65,127,0,127,0,t1611,2021-08-21
opolskie,Opole,4,0.31,0,0,0,0,2,622,118,4,114,0,t1661,2021-08-21
podkarpackie,bieszczadzki,0,0,0,0,0,0,0,16,26,0,26,0,t1801,2021-08-21
podkarpackie,brzozowski,1,0.15,0,0,0,6,0,33,76,2,74,0,t1802,2021-08-21
podkarpackie,dêbicki,0,0,0,0,0,5,0,86,106,0,106,0,t1803,2021-08-21
podkarpackie,jaros³awski,7,0.58,0,0,0,0,1,91,140,14,126,0,t1804,2021-08-21
podkarpackie,jasielski,0,0,0,0,0,8,0,65,137,0,137,0,t1805,2021-08-21
podkarpackie,kolbuszowski,0,0,0,0,0,0,0,38,67,0,67,0,t1806,2021-08-21
podkarpackie,kroœnieñski,0,0,0,0,0,32,0,92,142,0,142,0,t1807,2021-08-21
podkarpackie,le¿ajski,1,0.14,0,0,0,0,0,77,27,1,26,0,t1808,2021-08-21
podkarpackie,lubaczowski,1,0.18,0,0,0,0,0,52,51,1,50,0,t1809,2021-08-21
podkarpackie,³añcucki,0,0,0,0,0,0,0,50,81,1,80,0,t1810,2021-08-21
podkarpackie,mielecki,0,0,0,0,0,0,0,80,131,0,131,0,t1811,2021-08-21
podkarpackie,ni¿añski,1,0.15,0,0,0,0,2,45,68,1,67,0,t1812,2021-08-21
podkarpackie,przemyski,2,0.27,0,0,0,0,0,96,81,2,79,0,t1813,2021-08-21
podkarpackie,przeworski,1,0.13,0,0,0,0,0,56,79,2,76,1,t1814,2021-08-21
podkarpackie,ropczycko-sêdziszowski,0,0,0,0,0,0,0,22,51,0,51,0,t1815,2021-08-21
podkarpackie,rzeszowski,0,0,0,0,0,0,0,112,158,1,156,1,t1816,2021-08-21
podkarpackie,sanocki,0,0,0,0,0,2,0,99,92,0,92,0,t1817,2021-08-21
podkarpackie,stalowowolski,0,0,0,0,0,0,2,85,128,0,128,0,t1818,2021-08-21
podkarpackie,strzy¿owski,0,0,0,0,0,2,0,24,54,0,54,0,t1819,2021-08-21
podkarpackie,tarnobrzeski,1,0.19,0,0,0,0,0,24,62,1,61,0,t1820,2021-08-21
podkarpackie,leski,0,0,0,0,0,0,0,33,21,0,21,0,t1821,2021-08-21
podkarpackie,Krosno,0,0,0,0,0,1,0,89,45,0,45,0,t1861,2021-08-21
podkarpackie,Przemyœl,1,0.17,0,0,0,0,0,90,55,1,54,0,t1862,2021-08-21
podkarpackie,Rzeszów,0,0,0,0,0,1,0,242,241,1,240,0,t1863,2021-08-21
podkarpackie,Tarnobrzeg,0,0,0,0,0,0,0,20,42,0,42,0,t1864,2021-08-21
podlaskie,augustowski,0,0,0,0,0,0,0,39,39,0,39,0,t2001,2021-08-21
podlaskie,bia³ostocki,1,0.07,0,0,0,1,0,164,172,1,171,0,t2002,2021-08-21
podlaskie,bielski,0,0,0,0,0,0,0,69,22,1,21,0,t2003,2021-08-21
podlaskie,grajewski,0,0,0,0,0,0,0,25,35,0,35,0,t2004,2021-08-21
podlaskie,hajnowski,0,0,0,0,0,0,1,40,25,0,25,0,t2005,2021-08-21
podlaskie,kolneñski,0,0,0,0,0,3,0,14,45,0,45,0,t2006,2021-08-21
podlaskie,³om¿yñski,1,0.20,0,0,0,6,0,54,33,1,32,0,t2007,2021-08-21
podlaskie,moniecki,1,0.25,0,0,0,0,0,17,30,1,29,0,t2008,2021-08-21
podlaskie,sejneñski,1,0.50,0,0,0,0,0,27,10,1,9,0,t2009,2021-08-21
podlaskie,siemiatycki,2,0.46,0,0,0,1,0,36,28,3,25,0,t2010,2021-08-21
podlaskie,sokólski,0,0,0,0,0,0,0,70,56,0,56,0,t2011,2021-08-21
podlaskie,suwalski,0,0,0,0,0,0,0,14,16,0,16,0,t2012,2021-08-21
podlaskie,wysokomazowiecki,0,0,0,0,0,0,1,33,27,0,27,0,t2013,2021-08-21
podlaskie,zambrowski,0,0,0,0,0,0,0,102,44,0,44,0,t2014,2021-08-21
podlaskie,Bia³ystok,0,0,0,0,0,1,0,366,300,0,300,0,t2061,2021-08-21
podlaskie,£om¿a,0,0,0,0,0,1,0,41,44,0,44,0,t2062,2021-08-21
podlaskie,Suwa³ki,0,0,0,0,0,0,0,43,26,0,26,0,t2063,2021-08-21
pomorskie,bytowski,0,0,0,0,0,0,0,83,74,0,74,0,t2201,2021-08-21
pomorskie,chojnicki,0,0,0,0,0,0,0,93,38,0,38,0,t2202,2021-08-21
pomorskie,cz³uchowski,0,0,0,0,0,1,0,29,30,0,30,0,t2203,2021-08-21
pomorskie,gdañski,0,0,0,0,0,0,2,197,101,0,101,0,t2204,2021-08-21
pomorskie,kartuski,0,0,0,0,0,0,0,288,113,0,113,0,t2205,2021-08-21
pomorskie,koœcierski,0,0,0,0,0,0,0,46,99,0,99,0,t2206,2021-08-21
pomorskie,kwidzyñski,1,0.12,0,0,0,0,0,69,33,1,32,0,t2207,2021-08-21
pomorskie,lêborski,0,0,0,0,0,0,0,61,43,0,43,0,t2208,2021-08-21
pomorskie,malborski,0,0,0,0,0,0,0,22,31,0,31,0,t2209,2021-08-21
pomorskie,nowodworski,0,0,0,0,0,0,0,30,21,0,21,0,t2210,2021-08-21
pomorskie,pucki,0,0,0,0,0,0,0,77,49,0,49,0,t2211,2021-08-21
pomorskie,s³upski,1,0.10,0,0,0,0,0,122,69,1,68,0,t2212,2021-08-21
pomorskie,starogardzki,0,0,0,0,0,0,0,90,52,0,52,0,t2213,2021-08-21
pomorskie,tczewski,0,0,0,0,0,0,0,141,42,0,42,0,t2214,2021-08-21
pomorskie,wejherowski,0,0,0,0,0,3,0,259,169,0,169,0,t2215,2021-08-21
pomorskie,sztumski,0,0,0,0,0,0,0,24,16,0,16,0,t2216,2021-08-21
pomorskie,Gdañsk,6,0.13,0,0,0,0,4,1201,395,6,387,2,t2261,2021-08-21
pomorskie,Gdynia,4,0.16,0,0,0,0,6,305,186,4,182,0,t2262,2021-08-21
pomorskie,S³upsk,0,0,0,0,0,0,0,157,88,0,88,0,t2263,2021-08-21
pomorskie,Sopot,1,0.28,0,0,0,0,0,65,51,1,50,0,t2264,2021-08-21
œl¹skie,bêdziñski,1,0.07,0,0,0,0,1,190,113,1,112,0,t2401,2021-08-21
œl¹skie,bielski,0,0,0,0,0,1,1,123,132,0,132,0,t2402,2021-08-21
œl¹skie,cieszyñski,0,0,0,0,0,0,3,157,99,0,98,1,t2403,2021-08-21
œl¹skie,czêstochowski,1,0.07,0,0,0,0,0,121,101,3,98,0,t2404,2021-08-21
œl¹skie,gliwicki,1,0.09,0,0,0,0,0,181,119,1,118,0,t2405,2021-08-21
œl¹skie,k³obucki,0,0,0,0,0,0,1,79,62,0,62,0,t2406,2021-08-21
œl¹skie,lubliniecki,0,0,0,0,0,0,0,61,53,0,53,0,t2407,2021-08-21
œl¹skie,miko³owski,1,0.10,0,0,0,0,1,67,83,2,81,0,t2408,2021-08-21
œl¹skie,myszkowski,1,0.14,0,0,0,0,0,93,50,1,49,0,t2409,2021-08-21
œl¹skie,pszczyñski,0,0,0,0,0,0,1,74,68,0,68,0,t2410,2021-08-21
œl¹skie,raciborski,4,0.37,0,0,0,0,0,45,127,4,123,0,t2411,2021-08-21
œl¹skie,rybnicki,0,0,0,0,0,0,0,53,49,0,49,0,t2412,2021-08-21
œl¹skie,tarnogórski,0,0,0,0,0,0,1,121,142,0,142,0,t2413,2021-08-21
œl¹skie,bieruñsko-lêdziñski,0,0,0,0,0,0,0,71,46,0,46,0,t2414,2021-08-21
œl¹skie,wodzis³awski,0,0,0,0,0,0,1,95,116,0,116,0,t2415,2021-08-21
œl¹skie,zawierciañski,1,0.09,0,0,0,0,0,69,105,1,103,1,t2416,2021-08-21
œl¹skie,¿ywiecki,0,0,0,0,0,0,0,128,132,0,131,1,t2417,2021-08-21
œl¹skie,Bielsko-Bia³a,0,0,0,0,0,0,1,337,147,0,146,1,t2461,2021-08-21
œl¹skie,Bytom,0,0,0,0,0,1,0,121,83,0,83,0,t2462,2021-08-21
œl¹skie,Chorzów,0,0,0,0,0,0,1,122,67,0,67,0,t2463,2021-08-21
œl¹skie,Czêstochowa,0,0,0,0,0,0,3,271,171,0,170,1,t2464,2021-08-21
œl¹skie,D¹browa Górnicza,0,0,0,0,0,0,0,98,80,0,80,0,t2465,2021-08-21
œl¹skie,Gliwice,0,0,0,0,0,0,1,329,227,0,227,0,t2466,2021-08-21
œl¹skie,Jastrzêbie-Zdrój,3,0.34,0,0,0,0,2,31,85,3,82,0,t2467,2021-08-21
œl¹skie,Jaworzno,0,0,0,0,0,0,1,54,50,0,50,0,t2468,2021-08-21
œl¹skie,Katowice,2,0.07,0,0,0,1,1,655,256,2,254,0,t2469,2021-08-21
œl¹skie,Mys³owice,0,0,0,0,0,0,0,87,39,0,39,0,t2470,2021-08-21
œl¹skie,Piekary Œl¹skie,0,0,0,0,0,0,0,23,42,0,42,0,t2471,2021-08-21
œl¹skie,Ruda Œl¹ska,0,0,0,0,0,0,0,130,97,0,97,0,t2472,2021-08-21
œl¹skie,Rybnik,2,0.15,0,0,0,0,2,116,99,2,97,0,t2473,2021-08-21
œl¹skie,Siemianowice Œl¹skie,0,0,0,0,0,0,0,62,44,0,44,0,t2474,2021-08-21
œl¹skie,Sosnowiec,2,0.10,0,0,0,1,1,286,131,3,128,0,t2475,2021-08-21
œl¹skie,Œwiêtoch³owice,0,0,0,0,0,0,0,27,33,0,33,0,t2476,2021-08-21
œl¹skie,Tychy,1,0.08,0,0,0,0,0,170,126,1,125,0,t2477,2021-08-21
œl¹skie,Zabrze,0,0,0,0,0,1,0,146,82,0,82,0,t2478,2021-08-21
œl¹skie,¯ory,0,0,0,0,0,0,0,92,40,0,40,0,t2479,2021-08-21
œwiêtokrzyskie,buski,1,0.14,0,0,0,0,0,91,63,1,62,0,t2601,2021-08-21
œwiêtokrzyskie,jêdrzejowski,0,0,0,0,0,0,0,36,77,0,76,1,t2602,2021-08-21
œwiêtokrzyskie,kazimierski,2,0.60,0,0,0,0,0,18,24,2,22,0,t2603,2021-08-21
œwiêtokrzyskie,kielecki,0,0,0,0,0,0,1,137,194,0,194,0,t2604,2021-08-21
œwiêtokrzyskie,konecki,0,0,0,0,0,1,0,46,51,0,51,0,t2605,2021-08-21
œwiêtokrzyskie,opatowski,0,0,0,0,0,0,0,14,47,0,47,0,t2606,2021-08-21
œwiêtokrzyskie,ostrowiecki,0,0,0,0,0,0,0,35,44,0,44,0,t2607,2021-08-21
œwiêtokrzyskie,piñczowski,0,0,0,0,0,0,1,20,29,0,29,0,t2608,2021-08-21
œwiêtokrzyskie,sandomierski,0,0,0,0,0,0,0,62,29,0,29,0,t2609,2021-08-21
œwiêtokrzyskie,skar¿yski,0,0,0,0,0,0,0,50,49,0,49,0,t2610,2021-08-21
œwiêtokrzyskie,starachowicki,0,0,0,0,0,0,1,58,59,0,59,0,t2611,2021-08-21
œwiêtokrzyskie,staszowski,1,0.14,0,0,0,0,0,59,51,1,50,0,t2612,2021-08-21
œwiêtokrzyskie,w³oszczowski,0,0,0,0,0,0,0,25,31,0,31,0,t2613,2021-08-21
œwiêtokrzyskie,Kielce,1,0.05,0,0,0,1,0,144,186,1,185,0,t2661,2021-08-21
warmiñsko-mazurskie,bartoszycki,0,0,0,0,0,0,0,23,28,0,28,0,t2801,2021-08-21
warmiñsko-mazurskie,braniewski,0,0,0,0,0,0,0,11,8,0,8,0,t2802,2021-08-21
warmiñsko-mazurskie,dzia³dowski,0,0,0,0,0,0,0,15,28,0,28,0,t2803,2021-08-21
warmiñsko-mazurskie,elbl¹ski,0,0,0,0,0,0,0,34,30,0,30,0,t2804,2021-08-21
warmiñsko-mazurskie,e³cki,0,0,0,0,0,0,0,62,75,0,75,0,t2805,2021-08-21
warmiñsko-mazurskie,gi¿ycki,0,0,0,0,0,0,0,52,24,0,24,0,t2806,2021-08-21
warmiñsko-mazurskie,i³awski,0,0,0,0,0,0,0,87,46,0,46,0,t2807,2021-08-21
warmiñsko-mazurskie,kêtrzyñski,1,0.16,0,0,0,0,0,23,18,1,17,0,t2808,2021-08-21
warmiñsko-mazurskie,lidzbarski,0,0,0,0,0,0,0,20,28,0,28,0,t2809,2021-08-21
warmiñsko-mazurskie,mr¹gowski,0,0,0,0,0,0,0,30,16,0,16,0,t2810,2021-08-21
warmiñsko-mazurskie,nidzicki,0,0,0,0,0,0,0,23,10,0,10,0,t2811,2021-08-21
warmiñsko-mazurskie,nowomiejski,0,0,0,0,0,0,0,66,27,1,26,0,t2812,2021-08-21
warmiñsko-mazurskie,olecki,0,0,0,0,0,0,0,23,26,0,26,0,t2813,2021-08-21
warmiñsko-mazurskie,olsztyñski,1,0.08,0,0,0,0,0,96,70,1,69,0,t2814,2021-08-21
warmiñsko-mazurskie,ostródzki,0,0,0,0,0,0,2,100,107,0,107,0,t2815,2021-08-21
warmiñsko-mazurskie,piski,0,0,0,0,0,1,0,32,67,0,67,0,t2816,2021-08-21
warmiñsko-mazurskie,szczycieñski,1,0.14,0,0,0,0,0,34,45,1,44,0,t2817,2021-08-21
warmiñsko-mazurskie,go³dapski,0,0,0,0,0,0,0,17,6,0,6,0,t2818,2021-08-21
warmiñsko-mazurskie,wêgorzewski,0,0,0,0,0,0,0,16,4,0,4,0,t2819,2021-08-21
warmiñsko-mazurskie,Elbl¹g,2,0.17,0,0,0,1,1,140,69,2,67,0,t2861,2021-08-21
warmiñsko-mazurskie,Olsztyn,1,0.06,0,0,0,0,3,120,86,1,85,0,t2862,2021-08-21
wielkopolskie,chodzieski,0,0,0,0,0,0,0,30,45,0,45,0,t3001,2021-08-21
wielkopolskie,czarnkowsko-trzcianecki,0,0,0,0,0,1,0,62,52,0,52,0,t3002,2021-08-21
wielkopolskie,gnieŸnieñski,0,0,0,0,0,0,1,125,77,0,77,0,t3003,2021-08-21
wielkopolskie,gostyñski,0,0,0,0,0,0,0,75,31,0,31,0,t3004,2021-08-21
wielkopolskie,grodziski,0,0,0,0,0,0,0,48,27,0,27,0,t3005,2021-08-21
wielkopolskie,jarociñski,0,0,0,0,0,0,0,98,31,0,31,0,t3006,2021-08-21
wielkopolskie,kaliski,0,0,0,0,0,0,0,216,50,0,50,0,t3007,2021-08-21
wielkopolskie,kêpiñski,0,0,0,0,0,0,0,155,32,0,32,0,t3008,2021-08-21
wielkopolskie,kolski,0,0,0,0,0,0,0,51,42,0,42,0,t3009,2021-08-21
wielkopolskie,koniñski,0,0,0,0,0,0,0,64,58,0,58,0,t3010,2021-08-21
wielkopolskie,koœciañski,0,0,0,0,0,0,0,71,67,0,67,0,t3011,2021-08-21
wielkopolskie,krotoszyñski,0,0,0,0,0,0,0,88,38,0,38,0,t3012,2021-08-21
wielkopolskie,leszczyñski,0,0,0,0,0,0,0,81,26,0,26,0,t3013,2021-08-21
wielkopolskie,miêdzychodzki,0,0,0,0,0,2,0,43,11,0,11,0,t3014,2021-08-21
wielkopolskie,nowotomyski,0,0,0,0,0,1,2,210,38,0,38,0,t3015,2021-08-21
wielkopolskie,obornicki,0,0,0,0,0,0,0,38,19,0,19,0,t3016,2021-08-21
wielkopolskie,ostrowski,2,0.12,0,0,0,0,0,141,96,2,93,1,t3017,2021-08-21
wielkopolskie,ostrzeszowski,0,0,0,0,0,0,0,165,30,0,30,0,t3018,2021-08-21
wielkopolskie,pilski,1,0.07,0,0,0,2,4,102,75,2,73,0,t3019,2021-08-21
wielkopolskie,pleszewski,0,0,0,0,0,0,0,76,40,0,40,0,t3020,2021-08-21
wielkopolskie,poznañski,1,0.02,0,0,0,1,1,692,242,3,239,0,t3021,2021-08-21
wielkopolskie,rawicki,0,0,0,0,0,0,0,64,31,0,31,0,t3022,2021-08-21
wielkopolskie,s³upecki,0,0,0,0,0,0,0,44,13,0,13,0,t3023,2021-08-21
wielkopolskie,szamotulski,0,0,0,0,0,0,0,150,38,0,38,0,t3024,2021-08-21
wielkopolskie,œredzki,0,0,0,0,0,0,0,160,25,0,25,0,t3025,2021-08-21
wielkopolskie,œremski,0,0,0,0,0,0,0,48,20,0,20,0,t3026,2021-08-21
wielkopolskie,turecki,0,0,0,0,0,0,0,65,35,0,35,0,t3027,2021-08-21
wielkopolskie,w¹growiecki,0,0,0,0,0,0,1,36,16,0,16,0,t3028,2021-08-21
wielkopolskie,wolsztyñski,0,0,0,0,0,0,0,156,57,0,57,0,t3029,2021-08-21
wielkopolskie,wrzesiñski,2,0.26,0,0,0,0,0,112,31,2,28,1,t3030,2021-08-21
wielkopolskie,z³otowski,0,0,0,0,0,16,0,45,38,0,38,0,t3031,2021-08-21
wielkopolskie,Kalisz,0,0,0,0,0,0,1,121,51,0,51,0,t3061,2021-08-21
wielkopolskie,Konin,0,0,0,0,0,0,0,58,42,0,42,0,t3062,2021-08-21
wielkopolskie,Leszno,0,0,0,0,0,0,0,98,45,0,45,0,t3063,2021-08-21
wielkopolskie,Poznañ,7,0.13,0,0,0,0,2,1568,425,8,417,0,t3064,2021-08-21
zachodniopomorskie,bia³ogardzki,0,0,0,0,0,0,0,103,24,0,24,0,t3201,2021-08-21
zachodniopomorskie,choszczeñski,0,0,0,0,0,0,0,12,37,0,37,0,t3202,2021-08-21
zachodniopomorskie,drawski,0,0,0,0,0,0,2,32,53,0,53,0,t3203,2021-08-21
zachodniopomorskie,goleniowski,0,0,0,0,0,0,0,114,102,0,102,0,t3204,2021-08-21
zachodniopomorskie,gryficki,0,0,0,0,0,0,1,71,35,0,35,0,t3205,2021-08-21
zachodniopomorskie,gryfiñski,0,0,0,0,0,0,1,64,89,0,89,0,t3206,2021-08-21
zachodniopomorskie,kamieñski,0,0,0,0,0,0,0,62,35,2,33,0,t3207,2021-08-21
zachodniopomorskie,ko³obrzeski,0,0,0,0,0,0,1,117,57,0,57,0,t3208,2021-08-21
zachodniopomorskie,koszaliñski,0,0,0,0,0,0,0,80,34,0,34,0,t3209,2021-08-21
zachodniopomorskie,myœliborski,0,0,0,0,0,0,0,69,41,0,41,0,t3210,2021-08-21
zachodniopomorskie,policki,0,0,0,0,0,0,0,105,78,0,78,0,t3211,2021-08-21
zachodniopomorskie,pyrzycki,0,0,0,0,0,0,0,17,29,0,29,0,t3212,2021-08-21
zachodniopomorskie,s³awieñski,0,0,0,0,0,0,1,79,24,0,24,0,t3213,2021-08-21
